"Claim_ID","Customer_ID","Vehicle_ID","Claim_Amount","Claim_Date","Claim_Type"
"218","93635","93635","10000","2025-05-21","1"
"219","611495","611495","10000","2025-06-28","1"
"220","636528","636528","10000","2025-06-14","1"
"221","536876","536876","10000","2025-04-07","1"
"222","299918","299918","10000","2025-09-07","1"
"223","363093","363093","10000","2025-01-20","1"
"224","241457","241457","10000","2025-06-07","1"
"225","330846","330846","10000","2025-07-14","1"
"226","607623","607623","10000","2025-07-14","1"
"227","392457","392457","10000","2025-12-14","1"
"228","985366","985366","10000","2025-08-21","1"
"229","989652","989652","10000","2025-11-14","1"
"230","449166","449166","10000","2025-06-07","1"
"231","378415","378415","10000","2025-12-14","1"
"232","932995","932995","10000","2025-12-21","1"
"233","208315","208315","10000","2025-08-14","1"
"234","15605","15605","10000","2025-02-20","1"
"235","683688","683688","10000","2025-09-21","1"
"236","333430","333430","10000","2025-09-28","1"
"237","350664","350664","10000","2025-05-14","1"
"238","161652","161652","10000","2025-12-28","1"
"239","877226","877226","10000","2025-05-21","1"
"240","911576","911576","10000","2025-08-28","1"
"241","844847","844847","10000","2025-07-28","1"
"242","764035","764035","10000","2025-09-14","1"
"243","484963","484963","10000","2025-03-14","1"
"244","523228","523228","10000","2025-02-13","1"
"245","106809","106809","10000","2025-02-27","1"
"246","783069","783069","10000","2025-07-28","1"
"247","631875","631875","10000","2025-02-06","1"
"248","725819","725819","10000","2025-01-06","1"
"249","966522","966522","10000","2025-10-14","1"
"250","940088","940088","10000","2025-03-28","1"
"251","970886","970886","10000","2025-11-14","1"
"252","956122","956122","10000","2025-02-20","1"
"253","965483","965483","10000","2025-04-21","1"
"254","859541","859541","10000","2025-09-28","1"
"255","644964","644964","10000","2025-02-13","1"
"256","827057","827057","10000","2025-06-14","1"
"257","156161","156161","10000","2025-07-07","1"
"258","627935","627935","10000","2025-10-21","1"
"259","718384","718384","10000","2025-10-14","1"
"260","611771","611771","10000","2025-12-21","1"
"261","410754","410754","10000","2025-07-28","1"
"262","598611","598611","10000","2025-08-14","1"
"263","146532","146532","10000","2025-02-13","1"
"264","90538","90538","10000","2025-02-20","1"
"265","494386","494386","10000","2025-12-14","1"
"266","526918","526918","10000","2025-10-07","1"
"267","889347","889347","10000","2025-03-21","1"
"268","42447","42447","10000","2025-12-21","1"
"269","33109","33109","10000","2025-06-21","1"
"270","354714","354714","10000","2025-09-14","1"
"271","91291","91291","10000","2025-06-21","1"
"272","317570","317570","10000","2025-01-13","1"
"273","389971","389971","10000","2025-08-21","1"
"274","788502","788502","10000","2025-05-21","1"
"275","740425","740425","10000","2025-06-07","1"
"276","329183","329183","10000","2025-11-21","1"
"277","326277","326277","10000","2025-05-14","1"
"278","436270","436270","10000","2025-11-28","1"
"279","898938","898938","10000","2025-07-14","1"
"280","745053","745053","10000","2025-10-07","1"
"281","613581","613581","10000","2025-07-28","1"
"282","505208","505208","10000","2025-12-07","1"
"283","307851","307851","10000","2025-06-28","1"
"284","328920","328920","10000","2025-12-21","1"
"285","946316","946316","10000","2025-02-27","1"
"286","735986","735986","10000","2025-03-07","1"
"287","471754","471754","10000","2025-05-28","1"
"288","535499","535499","10000","2025-07-28","1"
"289","530796","530796","10000","2025-06-21","1"
"290","90337","90337","10000","2025-03-28","1"
"291","168829","168829","10000","2025-07-28","1"
"292","295081","295081","10000","2025-07-28","1"
"293","314555","314555","10000","2025-02-20","1"
"294","774313","774313","10000","2025-07-07","1"
"295","882443","882443","10000","2025-10-21","1"
"296","975354","975354","10000","2025-11-21","1"
"297","982226","982226","10000","2025-03-21","1"
"298","862060","862060","10000","2025-06-21","1"
"299","32786","32786","10000","2025-03-21","1"
"300","88938","88938","10000","2025-04-28","1"
"301","272536","272536","10000","2025-07-14","1"
"302","848783","848783","10000","2025-07-28","1"
"303","960143","960143","10000","2025-04-28","1"
"304","54744","54744","10000","2025-08-28","1"
"305","855192","855192","10000","2025-08-07","1"
"306","437599","437599","10000","2025-01-13","1"
"307","942673","942673","10000","2025-01-27","1"
"308","711120","711120","10000","2025-05-28","1"
"309","746400","746400","10000","2025-12-21","1"
"310","806051","806051","10000","2025-05-21","1"
"311","194359","194359","10000","2025-08-14","1"
"312","489975","489975","10000","2025-04-07","1"
"313","408464","408464","10000","2025-02-20","1"
"314","979326","979326","10000","2025-05-07","1"
"315","910984","910984","10000","2025-05-28","1"
"316","192104","192104","10000","2025-10-21","1"
"317","780934","780934","10000","2025-10-14","1"
"318","897764","897764","10000","2025-03-21","1"
"319","801596","801596","10000","2025-02-06","1"
"320","647287","647287","10000","2025-10-14","1"
"321","943469","943469","10000","2025-09-14","1"
"322","36597","36597","10000","2025-07-07","1"
"323","283578","283578","10000","2025-03-21","1"
"324","869329","869329","10000","2025-10-28","1"
"325","721992","721992","10000","2025-02-27","1"
"326","864680","864680","10000","2025-06-14","1"
"327","673020","673020","10000","2025-08-21","1"
"328","33047","33047","10000","2025-02-06","1"
"329","540675","540675","10000","2025-10-28","1"
"330","645128","645128","10000","2025-08-28","1"
"331","109069","109069","10000","2025-08-21","1"
"332","148480","148480","10000","2025-07-14","1"
"333","822666","822666","10000","2025-12-21","1"
"334","365629","365629","10000","2025-05-28","1"
"335","86361","86361","10000","2025-10-07","1"
"336","972573","972573","10000","2025-10-28","1"
"337","815467","815467","10000","2025-05-28","1"
"338","210808","210808","10000","2025-02-20","1"
"339","706001","706001","10000","2025-12-28","1"
"340","367597","367597","10000","2025-08-07","1"
"341","201333","201333","10000","2025-03-28","1"
"342","948667","948667","10000","2025-01-20","1"
"343","330240","330240","10000","2025-03-21","1"
"344","463830","463830","10000","2025-07-07","1"
"345","822827","822827","10000","2025-04-07","1"
"346","85729","85729","10000","2025-05-07","1"
"347","304036","304036","10000","2025-09-28","1"
"348","632379","632379","10000","2025-03-07","1"
"349","873847","873847","10000","2025-06-28","1"
"350","55166","55166","10000","2025-06-21","1"
"351","777545","777545","10000","2025-04-07","1"
"352","740750","740750","10000","2025-10-14","1"
"353","137751","137751","10000","2025-11-21","1"
"354","879965","879965","10000","2025-11-14","1"
"355","420344","420344","10000","2025-06-14","1"
"356","418797","418797","10000","2025-06-14","1"
"357","112939","112939","10000","2025-05-28","1"
"358","77634","77634","10000","2025-05-28","1"
"359","160025","160025","10000","2025-05-28","1"
"360","778035","778035","10000","2025-05-07","1"
"361","156569","156569","10000","2025-05-21","1"
"362","676707","676707","10000","2025-07-28","1"
"363","419660","419660","10000","2025-03-07","1"
"364","316225","316225","10000","2025-12-14","1"
"365","486549","486549","10000","2025-01-06","1"
"366","31803","31803","10000","2025-04-14","1"
"367","665660","665660","10000","2025-03-21","1"
"368","627064","627064","10000","2025-11-14","1"
"369","667018","667018","10000","2025-11-07","1"
"370","580289","580289","10000","2025-11-14","1"
"371","492261","492261","10000","2025-05-07","1"
"372","446159","446159","10000","2025-06-21","1"
"373","354922","354922","10000","2025-05-14","1"
"374","338794","338794","10000","2025-02-06","1"
"375","831036","831036","10000","2025-07-14","1"
"376","134245","134245","10000","2025-12-14","1"
"377","516254","516254","10000","2025-11-28","1"
"378","419691","419691","10000","2025-08-21","1"
"379","910843","910843","10000","2025-11-14","1"
"380","738169","738169","10000","2025-01-20","1"
"381","804752","804752","10000","2025-07-14","1"
"382","632128","632128","10000","2025-06-14","1"
"383","675222","675222","10000","2025-12-21","1"
"384","227376","227376","10000","2025-05-21","1"
"385","678189","678189","10000","2025-04-14","1"
"386","548254","548254","10000","2025-10-14","1"
"387","592583","592583","10000","2025-06-21","1"
"388","77349","77349","10000","2025-11-28","1"
"389","182130","182130","10000","2025-07-21","1"
"390","34380","34380","10000","2025-12-14","1"
"391","513052","513052","10000","2025-04-14","1"
"392","248184","248184","10000","2025-04-07","1"
"393","477834","477834","10000","2025-06-28","1"
"394","340982","340982","10000","2025-09-28","1"
"395","385442","385442","10000","2025-06-28","1"
"396","880909","880909","10000","2025-06-21","1"
"397","284191","284191","10000","2025-03-28","1"
"398","635796","635796","10000","2025-08-14","1"
"399","285574","285574","10000","2025-11-21","1"
"400","800069","800069","10000","2025-06-14","1"
"401","104061","104061","10000","2025-10-14","1"
"402","815471","815471","10000","2025-06-14","1"
"403","240216","240216","10000","2025-10-14","1"
"404","9618","9618","10000","2025-09-07","1"
"405","202380","202380","10000","2025-12-28","1"
"406","656209","656209","10000","2025-06-14","1"
"407","764252","764252","10000","2025-03-07","1"
"408","47107","47107","10000","2025-07-07","1"
"409","107812","107812","10000","2025-11-28","1"
"410","489391","489391","10000","2025-12-07","1"
"411","103231","103231","10000","2025-02-13","1"
"412","359155","359155","10000","2025-12-07","1"
"413","583765","583765","10000","2025-01-13","1"
"414","553826","553826","10000","2025-10-21","1"
"415","229763","229763","10000","2025-04-28","1"
"416","914911","914911","10000","2025-04-21","1"
"417","788170","788170","10000","2025-03-14","1"
"418","385428","385428","10000","2025-10-28","1"
"419","161934","161934","10000","2025-11-21","1"
"420","189861","189861","10000","2025-05-14","1"
"421","401542","401542","10000","2025-09-14","1"
"422","281457","281457","10000","2025-08-28","1"
"423","5874","5874","10000","2025-08-14","1"
"424","273577","273577","10000","2025-02-20","1"
"425","762032","762032","10000","2025-12-07","1"
"426","666033","666033","10000","2025-03-14","1"
"427","337732","337732","10000","2025-01-06","1"
"428","697952","697952","10000","2025-01-06","1"
"429","874683","874683","10000","2025-01-20","1"
"430","40179","40179","10000","2025-11-07","1"
"431","475864","475864","10000","2025-05-28","1"
"432","70333","70333","10000","2025-06-21","1"
"433","81141","81141","10000","2025-07-14","1"
"434","538152","538152","10000","2025-05-21","1"
"435","665899","665899","10000","2025-09-14","1"
"436","143309","143309","10000","2025-09-21","1"
"437","808288","808288","10000","2025-06-21","1"
"438","285526","285526","10000","2025-06-14","1"
"439","958255","958255","10000","2025-02-06","1"
"440","64396","64396","10000","2025-03-07","1"
"441","574816","574816","10000","2025-04-14","1"
"442","129398","129398","10000","2025-11-28","1"
"443","392136","392136","10000","2025-10-14","1"
"444","78290","78290","10000","2025-07-14","1"
"445","572538","572538","10000","2025-06-21","1"
"446","434631","434631","10000","2025-03-07","1"
"447","945711","945711","10000","2025-09-28","1"
"448","302090","302090","10000","2025-05-28","1"
"449","591438","591438","10000","2025-09-21","1"
"450","699990","699990","10000","2025-02-20","1"
"451","535268","535268","10000","2025-06-07","1"
"452","800689","800689","10000","2025-02-27","1"
"453","40103","40103","10000","2025-05-28","1"
"454","629161","629161","10000","2025-12-28","1"
"455","454686","454686","10000","2025-12-28","1"
"456","76004","76004","10000","2025-09-28","1"
"457","129700","129700","10000","2025-02-13","1"
"458","254455","254455","10000","2025-03-14","1"
"459","734347","734347","10000","2025-05-21","1"
"460","984576","984576","10000","2025-08-07","1"
"461","605797","605797","10000","2025-10-07","1"
"462","201071","201071","10000","2025-11-14","1"
"463","553582","553582","10000","2025-08-14","1"
"464","266402","266402","10000","2025-02-27","1"
"465","596095","596095","10000","2025-12-14","1"
"466","531566","531566","10000","2025-12-14","1"
"467","312223","312223","10000","2025-08-14","1"
"468","218060","218060","10000","2025-02-20","1"
"469","548910","548910","10000","2025-01-13","1"
"470","41820","41820","10000","2025-04-28","1"
"471","637009","637009","10000","2025-08-14","1"
"472","206116","206116","10000","2025-09-28","1"
"473","461785","461785","10000","2025-01-06","1"
"474","480338","480338","10000","2025-07-14","1"
"475","844477","844477","10000","2025-07-14","1"
"476","785657","785657","10000","2025-05-28","1"
"477","455097","455097","10000","2025-07-14","1"
"478","426352","426352","10000","2025-10-21","1"
"479","253336","253336","10000","2025-02-27","1"
"480","444283","444283","10000","2025-03-21","1"
"481","283472","283472","10000","2025-07-07","1"
"482","353592","353592","10000","2025-11-28","1"
"483","680078","680078","10000","2025-11-28","1"
"484","553443","553443","10000","2025-02-27","1"
"485","656373","656373","10000","2025-03-28","1"
"486","906168","906168","10000","2025-12-14","1"
"487","509720","509720","10000","2025-09-21","1"
"488","876616","876616","10000","2025-05-07","1"
"489","518760","518760","10000","2025-08-07","1"
"490","781812","781812","10000","2025-01-06","1"
"491","812579","812579","10000","2025-05-28","1"
"492","192611","192611","10000","2025-05-21","1"
"493","96196","96196","10000","2025-07-21","1"
"494","437291","437291","10000","2025-02-06","1"
"495","890901","890901","10000","2025-09-28","1"
"496","402213","402213","10000","2025-05-14","1"
"497","575511","575511","10000","2025-10-21","1"
"498","690433","690433","10000","2025-06-14","1"
"499","738969","738969","10000","2025-08-21","1"
"500","450522","450522","10000","2025-04-14","1"
"501","959888","959888","10000","2025-06-14","1"
"502","642318","642318","10000","2025-09-21","1"
"503","253673","253673","10000","2025-03-21","1"
"504","586699","586699","10000","2025-01-13","1"
"505","917604","917604","10000","2025-10-07","1"
"506","283853","283853","10000","2025-11-28","1"
"507","113295","113295","10000","2025-10-28","1"
"508","763110","763110","10000","2025-05-21","1"
"509","292612","292612","10000","2025-06-28","1"
"510","161631","161631","10000","2025-09-14","1"
"511","572848","572848","10000","2025-03-07","1"
"512","821223","821223","10000","2025-07-14","1"
"513","925564","925564","10000","2025-07-21","1"
"514","636420","636420","10000","2025-11-07","1"
"515","913882","913882","10000","2025-04-14","1"
"516","797455","797455","10000","2025-06-21","1"
"517","951370","951370","10000","2025-12-21","1"
"518","353758","353758","10000","2025-09-28","1"
"519","616893","616893","10000","2025-06-07","1"
"520","847873","847873","10000","2025-01-06","1"
"521","38231","38231","10000","2025-12-28","1"
"522","61227","61227","10000","2025-11-28","1"
"523","289940","289940","10000","2025-05-21","1"
"524","418110","418110","10000","2025-08-28","1"
"525","512800","512800","10000","2025-09-07","1"
"526","274005","274005","10000","2025-01-13","1"
"527","243916","243916","10000","2025-03-28","1"
"528","216642","216642","10000","2025-02-20","1"
"529","677861","677861","10000","2025-01-20","1"
"530","667720","667720","10000","2025-12-21","1"
"531","896237","896237","10000","2025-12-07","1"
"532","134362","134362","10000","2025-06-07","1"
"533","872590","872590","10000","2025-03-21","1"
"534","724233","724233","10000","2025-03-28","1"
"535","913062","913062","10000","2025-12-28","1"
"536","401998","401998","10000","2025-10-21","1"
"537","599708","599708","10000","2025-05-14","1"
"538","209588","209588","10000","2025-03-28","1"
"539","283677","283677","10000","2025-09-14","1"
"540","78570","78570","10000","2025-03-21","1"
"541","489812","489812","10000","2025-10-28","1"
"542","961935","961935","10000","2025-11-07","1"
"543","135010","135010","10000","2025-08-21","1"
"544","381566","381566","10000","2025-01-20","1"
"545","650677","650677","10000","2025-10-21","1"
"546","231194","231194","10000","2025-07-28","1"
"547","161096","161096","10000","2025-12-28","1"
"548","636573","636573","10000","2025-09-28","1"
"549","215100","215100","10000","2025-10-14","1"
"550","293676","293676","10000","2025-04-28","1"
"551","350347","350347","10000","2025-03-28","1"
"552","896765","896765","10000","2025-07-28","1"
"553","237363","237363","10000","2025-06-14","1"
"554","262852","262852","10000","2025-01-06","1"
"555","142542","142542","10000","2025-02-13","1"
"556","826421","826421","10000","2025-09-07","1"
"557","12006","12006","10000","2025-04-21","1"
"558","810566","810566","10000","2025-05-21","1"
"559","430646","430646","10000","2025-04-28","1"
"560","642820","642820","10000","2025-05-28","1"
"561","757917","757917","10000","2025-05-28","1"
"562","472201","472201","10000","2025-05-14","1"
"563","821304","821304","10000","2025-12-28","1"
"564","321124","321124","10000","2025-07-07","1"
"565","748153","748153","10000","2025-12-07","1"
"566","17109","17109","10000","2025-06-21","1"
"567","621357","621357","10000","2025-03-21","1"
"568","644801","644801","10000","2025-11-07","1"
"569","693119","693119","10000","2025-07-28","1"
"570","905978","905978","10000","2025-10-21","1"
"571","930011","930011","10000","2025-01-20","1"
"572","865746","865746","10000","2025-03-14","1"
"573","853163","853163","10000","2025-07-07","1"
"574","730813","730813","10000","2025-02-20","1"
"575","940774","940774","10000","2025-10-28","1"
"576","23398","23398","10000","2025-02-27","1"
"577","384834","384834","10000","2025-12-14","1"
"578","841130","841130","10000","2025-09-28","1"
"579","171309","171309","10000","2025-05-21","1"
"580","437038","437038","10000","2025-10-21","1"
"581","170732","170732","10000","2025-09-07","1"
"582","691713","691713","10000","2025-10-14","1"
"583","664216","664216","10000","2025-11-07","1"
"584","56449","56449","10000","2025-08-28","1"
"585","383971","383971","10000","2025-12-07","1"
"586","945407","945407","10000","2025-01-06","1"
"587","295492","295492","10000","2025-04-21","1"
"588","793961","793961","10000","2025-02-27","1"
"589","668671","668671","10000","2025-10-28","1"
"590","18339","18339","10000","2025-10-14","1"
"591","807354","807354","10000","2025-10-28","1"
"592","209963","209963","10000","2025-11-21","1"
"593","737384","737384","10000","2025-06-14","1"
"594","764243","764243","10000","2025-01-13","1"
"595","911262","911262","10000","2025-08-07","1"
"596","215207","215207","10000","2025-09-14","1"
"597","276476","276476","10000","2025-01-13","1"
"598","83477","83477","10000","2025-06-28","1"
"599","799570","799570","10000","2025-08-14","1"
"600","384415","384415","10000","2025-07-28","1"
"601","580857","580857","10000","2025-11-21","1"
"602","836463","836463","10000","2025-06-21","1"
"603","166223","166223","10000","2025-09-14","1"
"604","124892","124892","10000","2025-11-07","1"
"605","841353","841353","10000","2025-01-20","1"
"606","796160","796160","10000","2025-08-14","1"
"607","725568","725568","10000","2025-10-28","1"
"608","714078","714078","10000","2025-03-21","1"
"609","703573","703573","10000","2025-10-14","1"
"610","155341","155341","10000","2025-09-21","1"
"611","602059","602059","10000","2025-05-28","1"
"612","800247","800247","10000","2025-03-21","1"
"613","82707","82707","10000","2025-12-07","1"
"614","756404","756404","10000","2025-03-07","1"
"615","380556","380556","10000","2025-06-14","1"
"616","803889","803889","10000","2025-04-07","1"
"617","984335","984335","10000","2025-10-07","1"
"618","189670","189670","10000","2025-08-28","1"
"619","25282","25282","10000","2025-07-21","1"
"620","758608","758608","10000","2025-09-07","1"
"621","451829","451829","10000","2025-09-14","1"
"622","426904","426904","10000","2025-09-07","1"
"623","680555","680555","10000","2025-09-28","1"
"624","72361","72361","10000","2025-05-28","1"
"625","27947","27947","10000","2025-03-28","1"
"626","135322","135322","10000","2025-04-21","1"
"627","905622","905622","10000","2025-08-28","1"
"628","589852","589852","10000","2025-12-28","1"
"629","935277","935277","10000","2025-07-21","1"
"630","403928","403928","10000","2025-04-07","1"
"631","431525","431525","10000","2025-06-28","1"
"632","994296","994296","10000","2025-01-06","1"
